Date,Open,High,Low,Close,Adj. close,Volume
2-Nov-09,9712.13,9858.59,9678.95,9789.44,9789.44,"24,24,60,000"
30-Oct-09,9961.52,9962.13,9684.54,9712.73,9712.73,"32,79,80,000"
29-Oct-09,9762.91,9969.91,9759.13,9962.58,9962.58,"24,89,50,000"
28-Oct-09,9881.11,9902.42,9758.08,9762.69,9762.69,"25,73,70,000"
27-Oct-09,9868.34,9947.54,9837.96,9882.17,9882.17,"23,70,60,000"
26-Oct-09,9972.33,10072.32,9849.45,9867.96,9867.96,"27,00,50,000"
23-Oct-09,10099.9,10109.57,9932.5,9972.18,9972.18,"30,56,70,000"
22-Oct-09,9946.18,10105.19,9916.78,10081.31,10081.31,"23,19,00,000"
21-Oct-09,10038.84,10119.47,9943.76,9949.36,9949.36,"25,10,50,000"
20-Oct-09,10092.42,10098.39,9992.81,10041.48,10041.48,"21,45,00,000"
19-Oct-09,9996.67,10117.96,9995.15,10092.19,10092.19,"18,62,40,000"
16-Oct-09,10061.36,10061.66,9939.91,9995.91,9995.91,"30,77,70,000"
15-Oct-09,10014.88,10062.94,9977.47,10062.94,10062.94,"25,24,80,000"
14-Oct-09,9873.55,10027.73,9873.48,10015.86,10015.86,"28,48,10,000"
13-Oct-09,9883.98,9895.09,9815.06,9871.06,9871.06,"21,15,10,000"
12-Oct-09,9865.24,9931.82,9849.37,9885.8,9885.8,"15,88,50,000"
9-Oct-09,9786.04,9865.01,9764.88,9864.94,9864.94,"16,11,20,000"
8-Oct-09,9728.22,9836.67,9728.07,9786.87,9786.87,"20,95,80,000"
7-Oct-09,9725.69,9740.32,9675.62,9725.58,9725.58,"16,76,50,000"
6-Oct-09,9601.26,9774.32,9601.26,9731.25,9731.25,"20,60,20,000"
5-Oct-09,9488.73,9625.06,9481.09,9599.75,9599.75,"17,38,50,000"
2-Oct-09,9507.62,9524.78,9430.08,9487.67,9487.67,"21,97,50,000"
1-Oct-09,9711.6,9711.67,9500.37,9509.28,9509.28,"26,69,90,000"
30-Sep-09,9741.83,9776.82,9608.59,9712.28,9712.28,"26,83,90,000"
29-Sep-09,9789.74,9834.48,9739.11,9742.2,9742.2,"15,40,00,000"
28-Sep-09,9663.23,9823.67,9663.23,9789.36,9789.36,"16,37,80,000"
25-Sep-09,9706.68,9735.93,9641.01,9665.19,9665.19,"18,93,50,000"
24-Sep-09,9749.99,9805.39,9666.03,9707.44,9707.44,"20,18,90,000"
23-Sep-09,9830.63,9917.99,9740.84,9748.55,9748.55,"23,33,30,000"
22-Sep-09,9779.61,9843.4,9771.91,9829.87,9829.87,"19,46,20,000"
21-Sep-09,9818.61,9818.69,9725.88,9778.86,9778.86,"17,28,30,000"
18-Sep-09,9784.75,9847.71,9784.68,9820.2,9820.2,"42,49,30,000"
17-Sep-09,9789.82,9854.58,9749.46,9783.92,9783.92,"22,54,70,000"
16-Sep-09,9683.71,9799.72,9679.18,9791.71,9791.71,"24,12,70,000"
15-Sep-09,9626.42,9713.71,9580.93,9683.41,9683.41,"22,40,30,000"
14-Sep-09,9598.08,9631.11,9535.96,9626.8,9626.8,"19,64,80,000"
11-Sep-09,9625.44,9649.85,9571.56,9605.41,9605.41,"19,67,60,000"
10-Sep-09,9546.54,9633,9508.22,9627.48,9627.48,"23,41,30,000"
9-Sep-09,9496.59,9577.22,9476.18,9547.22,9547.22,"19,08,20,000"
8-Sep-09,9440.13,9511.02,9439.98,9497.34,9497.34,"20,23,70,000"
4-Sep-09,9345.36,9445.72,9321.63,9441.27,9441.27,"15,24,00,000"
3-Sep-09,9282.03,9350.27,9252.93,9344.61,9344.61,"16,87,50,000"
2-Sep-09,9306.21,9330.93,9262.3,9280.67,9280.67,"17,52,00,000"
1-Sep-09,9492.32,9557.95,9292.08,9310.6,9310.6,"26,76,80,000"
31-Aug-09,9542.91,9543.06,9436.13,9496.28,9496.28,"20,16,00,000"
28-Aug-09,9582.74,9630.2,9495.98,9544.2,9544.2,"20,57,70,000"
27-Aug-09,9541.63,9609.72,9459.4,9580.63,9580.63,"16,39,80,000"
26-Aug-09,9538.61,9582.97,9485.78,9543.52,9543.52,"15,46,60,000"
25-Aug-09,9509.21,9620,9508.98,9539.29,9539.29,"17,38,90,000"
24-Aug-09,9506.18,9587.73,9486.23,9509.28,9509.28,"19,05,90,000"
21-Aug-09,9347.86,9519.11,9347.25,9505.96,9505.96,"29,35,30,000"
20-Aug-09,9278.55,9363.95,9267.97,9350.05,9350.05,"15,17,40,000"
19-Aug-09,9208.68,9313.09,9131.94,9279.16,9279.16,"17,69,10,000"
18-Aug-09,9134.36,9233.51,9134.36,9217.94,9217.94,"15,85,30,000"
17-Aug-09,9313.85,9313.85,9116.52,9135.34,9135.34,"20,71,00,000"
14-Aug-09,9398.04,9401.97,9232.83,9321.4,9321.4,"17,27,80,000"
13-Aug-09,9362.29,9406.5,9305.31,9398.19,9398.19,"14,56,20,000"
12-Aug-09,9236.06,9424.11,9221.02,9361.61,9361.61,"19,74,20,000"
11-Aug-09,9334.33,9334.33,9216.88,9241.45,9241.45,"17,13,80,000"
10-Aug-09,9368.41,9371.96,9290.34,9337.95,9337.95,"16,13,70,000"
7-Aug-09,9258.45,9437.71,9258.45,9370.07,9370.07,"21,66,00,000"
6-Aug-09,9277.19,9325.11,9208.8,9256.26,9256.26,"24,44,50,000"
5-Aug-09,9315.36,9318.08,9206.45,9280.97,9280.97,"23,66,10,000"
4-Aug-09,9285.05,9321.1,9250.74,9320.19,9320.19,"19,59,90,000"
3-Aug-09,9173.65,9298.43,9173.65,9286.56,9286.56,"22,16,90,000"
31-Jul-09,9154.61,9218.77,9133.45,9171.61,9171.61,"26,55,70,000"
30-Jul-09,9072.84,9246.43,9072.61,9154.46,9154.46,"23,24,10,000"
29-Jul-09,9092.34,9094.83,9014.19,9070.72,9070.72,"19,05,10,000"
28-Jul-09,9106.92,9124.91,9007.47,9096.72,9096.72,"19,82,70,000"
27-Jul-09,9093.09,9123.4,9034.52,9108.51,9108.51,"17,68,30,000"
24-Jul-09,9066.11,9100.88,9007.39,9093.24,9093.24,"21,43,10,000"
23-Jul-09,8882.31,9096.72,8866.44,9069.29,9069.29,"27,47,60,000"
22-Jul-09,8912.39,8949.8,8860.32,8881.26,8881.26,"19,90,10,000"
21-Jul-09,8848.15,8927.13,8811.27,8915.94,8915.94,"21,89,10,000"
20-Jul-09,8746.05,8854.8,8745.9,8848.15,8848.15,"21,37,30,000"
17-Jul-09,8711.89,8754.29,8674.41,8743.94,8743.94,"30,14,10,000"
16-Jul-09,8612.66,8739.55,8584.4,8711.82,8711.82,"21,65,80,000"
15-Jul-09,8363.95,8628.23,8363.95,8616.21,8616.21,"30,50,00,000"
14-Jul-09,8331.37,8361.23,8285.2,8359.49,8359.49,"18,91,70,000"
13-Jul-09,8146.52,8331.68,8130.42,8331.68,8331.68,"25,35,20,000"
10-Jul-09,8182.49,8183.85,8093.31,8146.52,8146.52,"17,42,60,000"
9-Jul-09,8179.01,8228.67,8145.31,8183.17,8183.17,"19,26,60,000"
8-Jul-09,8163.6,8219.52,8087.19,8178.41,8178.41,"32,52,50,000"
7-Jul-09,8324.95,8326.31,8154.38,8163.6,8163.6,"21,08,80,000"
6-Jul-09,8280.74,8327.97,8205.99,8324.87,8324.87,"20,69,00,000"
2-Jul-09,8503,8503.23,8280.74,8280.74,8280.74,"15,78,00,000"
1-Jul-09,8447.53,8580.47,8447.53,8504.06,8504.06,"18,46,00,000"
30-Jun-09,8528.93,8560.44,8393.95,8447,8447,"23,33,40,000"
29-Jun-09,8440.13,8533.23,8429.09,8529.38,8529.38,"21,64,80,000"
26-Jun-09,8468.54,8468.77,8401.36,8438.39,8438.39,"30,76,40,000"
25-Jun-09,8299.25,8490.46,8259.43,8472.4,8472.4,"22,25,40,000"
24-Jun-09,8323.51,8428.41,8259.88,8299.86,8299.86,"18,94,30,000"
23-Jun-09,8340.44,8370.9,8286.41,8322.91,8322.91,"23,71,50,000"
22-Jun-09,8538.52,8538.83,8334.55,8339.01,8339.01,"29,12,40,000"
19-Jun-09,8556.96,8616.59,8496.73,8539.73,8539.73,"52,87,10,000"
18-Jun-09,8496.73,8590.52,8475.12,8555.6,8555.6,"22,00,50,000"
17-Jun-09,8504.36,8563.01,8461.29,8497.18,8497.18,"23,78,70,000"
16-Jun-09,8612.44,8643.65,8499.38,8504.67,8504.67,"24,06,90,000"
15-Jun-09,8798.5,8798.5,8577.9,8612.13,8612.13,"23,02,20,000"
12-Jun-09,8770.01,8805.53,8716.73,8799.26,8799.26,"16,40,20,000"
11-Jun-09,8736.23,8877.93,8736.23,8770.92,8770.92,"24,99,00,000"
10-Jun-09,8763.66,8834.93,8639.95,8739.02,8739.02,"21,99,20,000"
9-Jun-09,8764.83,8803.26,8725.12,8763.06,8763.06,"18,79,30,000"
8-Jun-09,8759.35,8823.97,8633.07,8764.49,8764.49,"18,96,30,000"
5-Jun-09,8751.75,8839.4,8700.41,8763.13,8763.13,"25,49,70,000"
4-Jun-09,8675.28,8751.25,8634.57,8750.24,8750.24,"23,78,00,000"
3-Jun-09,8740.07,8740.39,8598.38,8675.24,8675.24,"25,21,60,000"
2-Jun-09,8721.6,8787.13,8693.72,8740.87,8740.87,"25,75,60,000"
1-Jun-09,8501.53,8760.7,8501.29,8721.44,8721.44,"35,48,30,000"
29-May-09,8404.04,8522.95,8368.52,8500.33,8500.33,"36,19,10,000"
28-May-09,8300.5,8434.62,8246.58,8403.8,8403.8,"29,07,30,000"
27-May-09,8473.65,8496.59,8289.35,8300.02,8300.02,"28,59,90,000"
26-May-09,8277.32,8495.71,8226.9,8473.49,8473.49,"31,47,60,000"
22-May-09,8292.21,8364.14,8257.17,8277.32,8277.32,"24,41,90,000"
21-May-09,8416.07,8416.15,8221.01,8292.13,8292.13,"30,22,80,000"
20-May-09,8471.82,8591.93,8405.47,8422.04,8422.04,"46,86,40,000"
19-May-09,8502.48,8538.01,8463.54,8474.85,8474.85,"27,77,10,000"
18-May-09,8270.15,8511.88,8270.15,8504.08,8504.08,"28,82,80,000"
15-May-09,8326.22,8394.96,8230.17,8268.64,8268.64,"30,88,20,000"
14-May-09,8285.92,8376.64,8273.9,8331.32,8331.32,"32,38,00,000"
13-May-09,8461.8,8462.04,8262.43,8284.89,8284.89,"33,69,30,000"
12-May-09,8419.17,8517.46,8365.65,8469.11,8469.11,"33,48,40,000"
11-May-09,8569.23,8569.23,8410.33,8418.77,8418.77,"33,26,30,000"
8-May-09,8410.73,8587.55,8410.73,8574.65,8574.65,"42,84,20,000"
7-May-09,8512.28,8577.19,8358,8409.85,8409.85,"47,66,40,000"
6-May-09,8403.48,8518.57,8403,8512.28,8512.28,"45,44,80,000"
5-May-09,8425.55,8458.12,8362.78,8410.65,8410.65,"31,14,90,000"
4-May-09,8213.6,8434.86,8213.6,8426.74,8426.74,"35,44,90,000"
1-May-09,8167.41,8219.81,8099.31,8212.41,8212.41,"23,73,60,000"
30-Apr-09,8188.51,8307.51,8136.9,8168.12,8168.12,"34,14,00,000"
29-Apr-09,8018.31,8257.57,8017.91,8185.73,8185.73,"30,03,40,000"
28-Apr-09,8023.56,8091.66,7938.98,8016.95,8016.95,"27,47,10,000"
27-Apr-09,8073.82,8122.56,7987.16,8025,8025,"28,29,90,000"
24-Apr-09,7957.45,8127.5,7957.45,8076.29,8076.29,"40,27,20,000"
23-Apr-09,7886.81,7979.44,7804.21,7957.06,7957.06,"32,72,40,000"
22-Apr-09,7964.78,8044.83,7868.01,7886.57,7886.57,"38,70,30,000"
21-Apr-09,7841.73,7979.2,7791.95,7969.56,7969.56,"42,40,30,000"
20-Apr-09,8128.94,8128.94,7840.45,7841.73,7841.73,"45,36,60,000"
17-Apr-09,8125.43,8190.66,8086.88,8131.33,8131.33,"53,76,70,000"
16-Apr-09,8029.14,8168.12,7962.71,8125.43,8125.43,"35,94,70,000"
15-Apr-09,7914.92,8041.32,7870.48,8029.62,8029.62,"41,32,80,000"
14-Apr-09,8057.41,8057.41,7902.26,7920.18,7920.18,"51,30,10,000"
13-Apr-09,8082.02,8113.41,7963.75,8057.81,8057.81,"42,42,50,000"
9-Apr-09,7839.89,8087.28,7839.89,8083.38,8083.38,"46,20,60,000"
8-Apr-09,7788.68,7887.52,7750.85,7837.11,7837.11,"25,53,50,000"
7-Apr-09,7968.92,7969.08,7762.08,7789.56,7789.56,"27,69,20,000"
6-Apr-09,8016.16,8016.16,7862.2,7975.85,7975.85,"24,74,00,000"
3-Apr-09,7980.63,8019.5,7897.24,8017.59,8017.59,"30,82,10,000"
2-Apr-09,7763.99,8075.73,7763.99,7978.08,7978.08,"44,28,20,000"
1-Apr-09,7606.13,7789,7483.87,7761.6,7761.6,"36,13,40,000"
31-Mar-09,7523.77,7725.36,7523.45,7608.92,7608.92,"39,98,40,000"
30-Mar-09,7773.31,7773.39,7437.59,7522.02,7522.02,"38,32,60,000"
27-Mar-09,7922.57,7922.57,7735.95,7776.18,7776.18,"32,36,50,000"
26-Mar-09,7752.36,7931.33,7752.28,7924.56,7924.56,"39,72,60,000"
25-Mar-09,7659.81,7863.63,7550.06,7749.81,7749.81,"45,40,90,000"
24-Mar-09,7773.47,7796.57,7646.99,7659.97,7659.97,"37,96,70,000"
23-Mar-09,7279.25,7780.72,7278.78,7775.86,7775.86,"51,56,00,000"
20-Mar-09,7402.31,7460.93,7257.83,7278.38,7278.38,"67,29,50,000"
19-Mar-09,7489.68,7548.46,7369.26,7400.8,7400.8,"55,99,20,000"
18-Mar-09,7395.7,7571.64,7257.27,7486.58,7486.58,"58,41,10,000"
17-Mar-09,7218,7396.81,7172.05,7395.7,7395.7,"39,18,80,000"
16-Mar-09,7225.33,7392.91,7206.85,7216.97,7216.97,"58,69,70,000"
13-Mar-09,7167.35,7242.62,7105.86,7223.98,7223.98,"47,90,10,000"
12-Mar-09,6932.39,7184.71,6872.25,7170.06,7170.06,"48,86,90,000"
11-Mar-09,6923.13,7015.06,6867.55,6930.4,6930.4,"52,44,30,000"
10-Mar-09,6547.01,6926.49,6546.61,6926.49,6926.49,"64,00,20,000"
9-Mar-09,6625.74,6709.61,6516.86,6547.05,6547.05,"36,59,90,000"
6-Mar-09,6595.16,6755.17,6469.95,6626.94,6626.94,"42,51,70,000"
5-Mar-09,6874.01,6874.01,6544.1,6594.44,6594.44,"50,97,70,000"
4-Mar-09,6726.5,6979.22,6726.42,6875.84,6875.84,"46,48,30,000"
3-Mar-09,6764.81,6855.29,6705.63,6726.02,6726.02,"44,52,80,000"
2-Mar-09,7056.48,7058.95,6755.17,6763.29,6763.29,"56,86,70,000"
27-Feb-09,7180.97,7195.46,7033.62,7062.93,7062.93,"66,79,50,000"
26-Feb-09,7269.06,7402.31,7173.56,7182.08,7182.08,"32,13,00,000"
25-Feb-09,7349.58,7404.94,7156.68,7270.89,7270.89,"45,02,70,000"
24-Feb-09,7115.34,7378.97,7114.3,7350.94,7350.94,"46,80,10,000"
23-Feb-09,7365.99,7441.02,7105.94,7114.78,7114.78,"40,61,50,000"
20-Feb-09,7461.49,7469.29,7249.47,7365.67,7365.67,"58,49,00,000"
19-Feb-09,7555.23,7614.97,7447.55,7465.95,7465.95,"30,14,80,000"
18-Feb-09,7546.35,7617.76,7479.97,7555.63,7555.63,"26,82,20,000"
17-Feb-09,7845.63,7845.63,7551.01,7552.6,7552.6,"33,28,50,000"
13-Feb-09,7933,7970.84,7840.45,7850.41,7850.41,"25,19,60,000"
12-Feb-09,7931.97,7938.82,7693.98,7932.76,7932.76,"33,19,60,000"
11-Feb-09,7887.05,7983.74,7852.16,7939.53,7939.53,"27,02,80,000"
10-Feb-09,8269.36,8269.44,7848.74,7888.88,7888.88,"44,98,90,000"
9-Feb-09,8281.38,8315.07,8196.24,8270.87,8270.87,"28,92,80,000"
6-Feb-09,8056.38,8312.37,8052.24,8280.59,8280.59,"39,63,80,000"
5-Feb-09,7954.83,8107.83,7845.31,8063.07,8063.07,"39,09,80,000"
4-Feb-09,8070.32,8162.15,7929.26,7956.66,7956.66,"34,55,20,000"
3-Feb-09,7936.99,8111.57,7905.52,8078.36,8078.36,"31,30,90,000"
2-Feb-09,8000.62,8000.62,7867.37,7936.75,7936.75,"29,38,90,000"
30-Jan-09,8149.01,8195.76,7961.92,8000.86,8000.86,"30,31,60,000"
29-Jan-09,8373.06,8373.14,8137.94,8149.01,8149.01,"24,74,50,000"
28-Jan-09,8175.93,8405.87,8175.93,8375.45,8375.45,"35,79,40,000"
27-Jan-09,8117.39,8225.79,8083.14,8174.73,8174.73,"24,77,50,000"
26-Jan-09,8078.04,8231.68,8023.16,8116.03,8116.03,"31,67,20,000"
23-Jan-09,8108.79,8152.59,7909.03,8077.56,8077.56,"37,05,10,000"
22-Jan-09,8224.43,8224.83,7957.14,8122.8,8122.8,"42,00,40,000"
21-Jan-09,7949.17,8243.55,7936.19,8228.1,8228.1,"41,00,40,000"
20-Jan-09,8279.63,8291.98,7939.93,7949.09,7949.09,"41,92,00,000"
16-Jan-09,8215.67,8341.2,8109.34,8281.22,8281.22,"43,93,60,000"
15-Jan-09,8196.24,8286.16,7995.13,8212.49,8212.49,"43,66,60,000"
14-Jan-09,8446.01,8446.25,8140.72,8200.14,8200.14,"35,50,50,000"
13-Jan-09,8474.61,8522.08,8376.88,8448.56,8448.56,"30,40,50,000"
12-Jan-09,8599.26,8602.6,8421.08,8473.97,8473.97,"27,35,50,000"
9-Jan-09,8738.8,8769.62,8576.96,8599.18,8599.18,"20,43,00,000"
8-Jan-09,8769.94,8770.02,8651.19,8742.46,8742.46,"22,66,20,000"
7-Jan-09,8996.94,8996.94,8719.92,8769.7,8769.7,"26,67,10,000"
6-Jan-09,8954.57,9088.06,8940.95,9015.1,9015.1,"21,54,10,000"
5-Jan-09,9027.13,9034.37,8892.36,8952.89,8952.89,"23,37,60,000"
2-Jan-09,8772.25,9065.28,8760.78,9034.69,9034.69,"21,37,00,000"
31-Dec-08,8666.48,8842.66,8664.89,8776.39,8776.39,"22,67,60,000"
30-Dec-08,8487.51,8675.24,8487.51,8668.39,8668.39,"16,25,60,000"
29-Dec-08,8515.87,8530.68,8364.06,8483.93,8483.93,"15,37,30,000"
26-Dec-08,8468.71,8533.07,8461.78,8515.55,8515.55,"8,67,60,000"
24-Dec-08,8416.86,8498.5,8416.86,8468.48,8468.48,"6,69,30,000"
23-Dec-08,8518.65,8604.12,8391.3,8419.49,8419.49,"17,46,40,000"
22-Dec-08,8573.37,8601.41,8372.02,8519.69,8519.69,"21,10,90,000"
19-Dec-08,8606.5,8787.23,8550.43,8579.11,8579.11,"55,01,50,000"
18-Dec-08,8823.94,8883.36,8527.41,8604.99,8604.99,"27,40,80,000"
17-Dec-08,8921.91,8961.26,8778.07,8824.34,8824.34,"23,92,60,000"
16-Dec-08,8565.65,8958.79,8565.65,8924.14,8924.14,"33,71,90,000"
15-Dec-08,8628.81,8676.28,8469.03,8564.53,8564.53,"22,99,40,000"
12-Dec-08,8563.1,8682.57,8347.81,8629.68,8629.68,"27,10,30,000"
11-Dec-08,8750.13,8809.45,8512.76,8565.09,8565.09,"29,05,40,000"
10-Dec-08,8693,8879.22,8646.33,8761.42,8761.42,"23,28,30,000"
9-Dec-08,8934.1,8934.1,8651.74,8691.33,8691.33,"28,49,50,000"
8-Dec-08,8637.65,9026.41,8637.49,8934.18,8934.18,"35,89,70,000"
5-Dec-08,8376.08,8686.47,8118.5,8635.42,8635.42,"34,63,70,000"
4-Dec-08,8587.07,8631.99,8259.4,8376.24,8376.24,"28,08,80,000"
3-Dec-08,8409.14,8624.19,8234.15,8591.69,8591.69,"29,46,80,000"
2-Dec-08,8153.75,8437.17,8143.51,8419.09,8419.09,"30,75,20,000"
1-Dec-08,8826.89,8827.05,8141.36,8149.09,8149.09,"32,10,10,000"
28-Nov-08,8724.7,8831.35,8672.69,8829.04,8829.04,"15,55,10,000"
26-Nov-08,8464.49,8726.61,8311.17,8726.61,8726.61,"28,39,20,000"
25-Nov-08,8445.14,8607.38,8281.46,8479.47,8479.47,"37,40,20,000"
24-Nov-08,8048.09,8599.02,8048.09,8443.39,8443.39,"49,18,90,000"
21-Nov-08,7552.37,8071.75,7449.38,8046.42,8046.42,"56,90,10,000"
20-Nov-08,7995.53,8187.4,7506.97,7552.29,7552.29,"52,81,30,000"
19-Nov-08,8420.69,8504.64,7987.08,7997.28,7997.28,"35,04,70,000"
18-Nov-08,8273.34,8477.95,8105.44,8424.75,8424.75,"36,63,90,000"
17-Nov-08,8494.84,8571.3,8246.89,8273.58,8273.58,"27,82,20,000"
14-Nov-08,8822.19,8923.18,8469.99,8497.31,8497.31,"30,43,70,000"
13-Nov-08,8281.14,8876.59,7965.42,8835.25,8835.25,"47,66,00,000"
12-Nov-08,8684.52,8684.6,8265.29,8282.66,8282.66,"31,46,60,000"
11-Nov-08,8864.32,8867.91,8560.71,8693.96,8693.96,"25,72,70,000"
10-Nov-08,8946.6,9159.58,8760.46,8870.54,8870.54,"22,12,30,000"
7-Nov-08,8696.03,8961.57,8696.03,8943.81,8943.81,"24,63,00,000"
6-Nov-08,9134.01,9155.44,8637.17,8695.79,8695.79,"34,43,50,000"
5-Nov-08,9616.6,9616.6,9111.47,9139.27,9139.27,"26,46,40,000"
4-Nov-08,9323.89,9653.95,9323.89,9625.28,9625.28,"25,49,30,000"
3-Nov-08,9326.04,9410.55,9255.48,9319.83,9319.83,"18,09,70,000"
31-Oct-08,9179.09,9454.36,9119.2,9325.01,9325.01,"31,09,50,000"
30-Oct-08,9004.66,9266.47,8976.87,9180.69,9180.69,"26,72,10,000"
29-Oct-08,9062.33,9363.32,8890.29,8990.96,8990.96,"31,62,30,000"
28-Oct-08,8178.72,9082.08,8174.73,9065.12,9065.12,"37,21,60,000"
27-Oct-08,8375.92,8599.1,8143.59,8175.77,8175.77,"28,11,80,000"
24-Oct-08,8683.21,8683.21,8187.48,8378.95,8378.95,"33,56,80,000"
23-Oct-08,8519.77,8795.99,8243.55,8691.25,8691.25,"34,07,40,000"
22-Oct-08,9027.84,9027.84,8335.3,8519.21,8519.21,"34,88,40,000"
21-Oct-08,9262.8,9284.55,9004.27,9033.66,9033.66,"23,11,60,000"
20-Oct-08,8852.3,9266.63,8852.22,9265.43,9265.43,"24,14,00,000"
17-Oct-08,8975.35,9281.12,8718.25,8852.22,8852.22,"36,06,00,000"
16-Oct-08,8577.04,9013.27,8197.67,8979.26,8979.26,"42,24,50,000"
15-Oct-08,9301.91,9308.76,8530.12,8577.91,8577.91,"37,43,50,000"
14-Oct-08,9388.97,9794.37,9085.43,9310.99,9310.99,"41,27,40,000"
13-Oct-08,8462.42,9427.99,8462.18,9387.61,9387.61,"39,92,90,000"
10-Oct-08,8568.67,8901.28,7882.51,8451.19,8451.19,"67,49,20,000"
9-Oct-08,9261.69,9448.14,8579.19,8579.19,8579.19,"43,67,40,000"
8-Oct-08,9437.23,9628.07,9194.78,9258.1,9258.1,"47,92,70,000"
7-Oct-08,9955.42,10124.03,9436.67,9447.11,9447.11,"36,25,20,000"
6-Oct-08,10322.52,10322.76,9525.32,9955.5,9955.5,"39,14,60,000"
3-Oct-08,10483.96,10796.26,10310.25,10325.38,10325.38,"29,96,90,000"
2-Oct-08,10825.54,10825.54,10439.52,10482.85,10482.85,"39,53,30,000"
1-Oct-08,10847.4,10882.52,10631.95,10831.07,10831.07,"25,66,70,000"
30-Sep-08,10371.58,10868.9,10371.42,10850.66,10850.66,"31,97,70,000"
29-Sep-08,11139.62,11139.94,10365.45,10365.45,10365.45,"38,59,40,000"
26-Sep-08,11019.04,11168.06,10868.82,11143.13,11143.13,"23,25,60,000"
25-Sep-08,10827.17,11129.19,10827.01,11022.06,11022.06,"21,85,30,000"
24-Sep-08,10850.02,10928.4,10753.57,10825.17,10825.17,"18,36,30,000"
23-Sep-08,11015.69,11143.21,10833.94,10854.17,10854.17,"20,44,80,000"
22-Sep-08,11394.42,11394.58,10992.2,11015.69,11015.69,"21,32,10,000"
19-Sep-08,11027.51,11483.05,11026.7,11388.44,11388.44,"65,51,10,000"
18-Sep-08,10609.01,11076.44,10459.44,11019.69,11019.69,"48,80,60,000"
17-Sep-08,11056.58,11057.31,10595.9,10609.66,10609.66,"46,32,00,000"
