Timestamp,market-cap
2/27/2012 22:02,42366039
3/1/2012 17:16,41636484
3/5/2012 7:17,41834008
3/8/2012 11:21,42970703
3/11/2012 12:25,42238350
3/14/2012 14:21,46378669
3/17/2012 20:56,46334160
3/20/2012 22:38,45002320
3/24/2012 3:35,41502123
3/27/2012 3:54,41014983
3/30/2012 9:03,42083693
4/2/2012 14:36,43243473
4/6/2012 6:45,43185533
4/9/2012 15:54,41990400
4/13/2012 2:23,43596592
4/16/2012 17:29,43800843
4/20/2012 0:13,45768015
4/23/2012 7:16,46871080
4/26/2012 20:19,45756816
4/29/2012 23:30,45258499
5/2/2012 20:00,44932104
5/5/2012 17:34,46031730
5/8/2012 11:13,45706455
5/11/2012 16:01,45826560
5/15/2012 1:36,45496208
5/18/2012 17:03,46334417
5/21/2012 23:24,46632220
5/25/2012 18:12,47295078
5/28/2012 21:59,46869893
6/1/2012 10:23,47539166
6/4/2012 11:01,48212859
6/7/2012 16:32,50261738
6/10/2012 15:19,52229304
6/13/2012 17:47,53102304
6/16/2012 20:11,57954237
6/19/2012 17:56,60052752
6/23/2012 4:56,62807498
6/26/2012 6:30,60077235
6/29/2012 10:53,62282126
7/2/2012 15:30,62810968
7/5/2012 20:44,61937370
7/8/2012 20:29,63786918
7/12/2012 0:20,68568459
7/15/2012 2:51,72622848
7/18/2012 5:54,89778441
7/21/2012 10:47,88857725
7/24/2012 15:27,87080436
7/27/2012 15:43,85111439
7/30/2012 13:58,85715940
8/2/2012 23:35,92176800
8/6/2012 2:30,107904097
8/9/2012 3:47,109520690
8/12/2012 1:02,112597212
8/15/2012 2:20,119281095
8/18/2012 7:45,149423298
8/21/2012 1:54,101846745
8/24/2012 0:34,100140963
8/27/2012 3:38,107636610
8/30/2012 7:09,109375862
9/2/2012 12:11,101974516
9/5/2012 11:22,104489942
9/8/2012 10:35,111479459
9/11/2012 14:55,110463683
9/15/2012 1:08,116908512
9/18/2012 5:11,119497736
9/21/2012 10:41,126488592
9/24/2012 13:52,122998936
9/27/2012 21:19,123698344
10/1/2012 3:59,125629920
10/4/2012 18:42,130685573
10/8/2012 8:50,127271231
10/11/2012 15:51,123320032
10/15/2012 1:27,122089457
10/18/2012 9:15,122086383
10/21/2012 13:26,120949744
10/24/2012 18:45,122468008
10/28/2012 1:21,110665863
10/31/2012 6:31,112373898
11/3/2012 19:31,114091089
11/7/2012 6:31,113445158
11/10/2012 11:07,114442296
11/13/2012 20:59,116060210
11/17/2012 8:17,122895230
11/20/2012 19:45,123295219
11/23/2012 23:42,128918944
11/27/2012 4:53,132364239
11/30/2012 6:59,132487596
12/3/2012 15:57,133379652
12/7/2012 14:13,144172470
12/11/2012 3:55,143072581
12/14/2012 20:59,145875628
12/18/2012 17:33,142336143
12/22/2012 11:07,144184614
12/26/2012 0:35,142335312
12/29/2012 0:00,144722760
1/1/2013 0:56,144140497
1/3/2013 22:54,142598907
1/7/2013 4:03,143926390
1/10/2013 7:17,148981259
1/13/2013 22:41,152873721
1/17/2013 10:59,158590750
1/21/2013 0:38,172547811
1/24/2013 10:06,192201729
1/27/2013 16:14,189628940
1/30/2013 18:18,212026765
2/2/2013 11:58,228035875
2/5/2013 7:51,225491897
2/8/2013 10:01,238214390
2/11/2013 9:58,258069410
2/14/2013 11:38,261905400
2/17/2013 2:51,295524405
2/19/2013 18:31,291413678
2/22/2013 9:35,321674850
2/25/2013 3:12,323317361
2/27/2013 14:28,338072280
3/2/2013 10:52,374222363
3/5/2013 7:21,395254860
3/8/2013 6:27,469040500
3/10/2013 22:42,510665275
3/13/2013 22:07,482768896
3/16/2013 13:45,511412843
3/18/2013 21:29,517192973
3/21/2013 6:35,720431944
3/23/2013 8:01,768448944
3/25/2013 21:16,787644290
3/28/2013 19:05,973374540
3/31/2013 10:47,1014981688
4/2/2013 22:03,1142364600
4/5/2013 17:43,1462424775
4/8/2013 10:23,1797430853
4/11/2013 1:12,1761605804
4/13/2013 18:50,1352219765
4/16/2013 11:24,751883588
4/19/2013 10:15,1226805300
4/22/2013 6:54,1316565425
4/25/2013 1:36,1717388620
4/27/2013 19:10,1518809400
4/30/2013 11:29,1604025423
5/3/2013 15:09,1147536458
5/6/2013 11:50,1289703399
5/9/2013 4:03,1261749858
5/11/2013 20:09,1305918580
5/14/2013 11:58,1316069309
5/17/2013 13:35,1310923744
5/20/2013 14:17,1363436484
5/23/2013 11:29,1376111700
5/26/2013 4:35,1478179108
5/28/2013 22:43,1454677724
5/31/2013 12:50,1446265584
6/2/2013 19:41,1452465690
6/4/2013 23:58,1372196843
6/7/2013 15:14,1339138217
6/10/2013 4:57,1129008510
6/12/2013 17:34,1229416450
6/15/2013 5:02,1128806694
6/17/2013 20:22,1129029840
6/20/2013 23:59,1218162304
6/23/2013 15:40,1226966235
6/26/2013 10:04,1177619123
6/29/2013 4:44,1073943859
7/1/2013 23:19,1104546050
7/4/2013 16:13,888044307
7/7/2013 3:48,799704222
7/9/2013 13:07,871353045
7/11/2013 23:22,1002323700
7/14/2013 19:48,1118601400
7/17/2013 12:37,1108864185
7/20/2013 4:36,1052227000
7/22/2013 15:21,1039074936
7/25/2013 16:40,1083077512
7/28/2013 7:02,1079688168
7/30/2013 21:15,1165272007
8/2/2013 7:43,1202517973
8/4/2013 21:50,1207515344
8/7/2013 6:22,1227235536
8/9/2013 14:21,1187519882
8/11/2013 18:36,1188573650
8/14/2013 1:57,1263112785
8/16/2013 20:42,1134084328
8/19/2013 6:50,1149310613
8/21/2013 16:32,1215110838
8/23/2013 22:14,1272326069
8/26/2013 16:33,1315030704
8/29/2013 6:34,1370218608
8/31/2013 13:28,1452051492
9/2/2013 12:29,1521338542
9/5/2013 0:13,1424931523
9/7/2013 16:40,1371985336
9/10/2013 5:49,1407306014
9/12/2013 12:40,1479034319
9/14/2013 17:45,1487518929
9/17/2013 6:59,1477962905
9/19/2013 22:13,1490186446
9/22/2013 6:37,1448228793
9/24/2013 10:55,1440607039
9/26/2013 23:18,1450856990
9/29/2013 14:38,1489242933
10/2/2013 6:41,1502497724
10/4/2013 18:30,1386458921
10/7/2013 1:20,1445868898
10/9/2013 21:04,1466558478
10/12/2013 7:52,1506893996
10/14/2013 10:24,1570118020
10/16/2013 7:13,1671228020
10/18/2013 21:28,1707531432
10/21/2013 1:31,2210067981
10/23/2013 4:03,2255406450
10/25/2013 6:17,2323992391
10/27/2013 14:16,2138469820
10/30/2013 5:49,2574919800
11/1/2013 15:20,2428781758
11/3/2013 19:53,2446878569
11/6/2013 12:00,3019915522
11/9/2013 15:00,3997019750
11/12/2013 5:11,4116052649
11/14/2013 19:17,4712295975
11/17/2013 9:05,5248005893
11/20/2013 6:25,6571753725
11/23/2013 2:48,9560511000
11/25/2013 22:10,9720442750
11/28/2013 17:17,11627791625
12/1/2013 8:55,13499174840
12/3/2013 23:08,12604127137
12/6/2013 14:18,12507949125
12/9/2013 1:08,9515559195
12/11/2013 15:19,11851486743
12/14/2013 9:41,10726686750
12/16/2013 22:20,10470320595
12/19/2013 6:04,6339585600
12/21/2013 18:06,7462464615
12/24/2013 14:32,8030873818
12/27/2013 7:41,9098366625
12/30/2013 3:41,8877764795
1/1/2014 17:25,8933071800
1/4/2014 18:50,9862531252
1/7/2014 8:24,11196347660
1/9/2014 20:40,10076409865
1/12/2014 5:30,10964667375
1/14/2014 21:10,10092160950
1/17/2014 11:35,10030005531
1/20/2014 7:37,10333922820
1/22/2014 21:32,10143350635
1/25/2014 16:08,9602416710
1/28/2014 17:23,9212249042
1/31/2014 13:14,9867660000
2/3/2014 1:18,10054208093
2/5/2014 19:34,9923812139
2/8/2014 17:36,8783373958
2/11/2014 17:00,8527631751
2/14/2014 12:27,7560858500
2/17/2014 1:44,7740541548
2/19/2014 22:22,7819130046
2/22/2014 20:57,7204184638
2/25/2014 16:21,6753191322
2/28/2014 10:42,7262893511
3/3/2014 17:02,6995137050
3/6/2014 21:19,8371207910
3/9/2014 21:11,7776046839
3/12/2014 20:45,7905327045
3/15/2014 20:48,7891897010
3/19/2014 0:57,7712643641
3/21/2014 20:47,7345210080
3/24/2014 11:54,7025346436
3/27/2014 11:14,7270342138
3/30/2014 5:43,6164089750
4/2/2014 4:45,6031568000
4/4/2014 14:42,5655801496
4/7/2014 17:21,5778460050
4/10/2014 23:27,5581233404
4/13/2014 17:12,5351915428
4/16/2014 14:02,6618042000
4/19/2014 16:21,6106646315
4/22/2014 14:44,6318897723
4/25/2014 18:19,6373086940
4/28/2014 16:54,5574591990
5/1/2014 22:05,5748397706
5/5/2014 4:36,5559467181
5/8/2014 6:08,5617472520
5/11/2014 2:10,5828520875
5/14/2014 4:48,5605882766
5/17/2014 2:45,5738990096
5/20/2014 1:39,5730713424
5/22/2014 21:35,6324557244
5/25/2014 23:04,6765522989
