Date,Price,Open,High,Low,Vol.,Change %
25-Apr-21,0.2511,0.2699,0.2888,0.2245,10.02B,-0.0700
24-Apr-21,0.2700,0.2488,0.2892,0.2292,17.25B,0.0856
23-Apr-21,0.2487,0.2608,0.2691,0.1663,27.91B,-0.0463
22-Apr-21,0.2608,0.3057,0.3083,0.2561,17.34B,-0.1467
21-Apr-21,0.3056,0.3179,0.3466,0.2971,15.48B,-0.0380
20-Apr-21,0.3177,0.4075,0.4222,0.2718,33.27B,-0.2201
19-Apr-21,0.4073,0.3222,0.4340,0.3091,31.68B,0.2649
18-Apr-21,0.3220,0.2827,0.3497,0.2397,29.11B,0.1423
17-Apr-21,0.2819,0.3654,0.3789,0.2320,39.28B,-0.2288
16-Apr-21,0.3656,0.1826,0.4499,0.1801,83.39B,0.9999
15-Apr-21,0.1828,0.1213,0.1894,0.1203,37.96B,0.5063
14-Apr-21,0.1213,0.0943,0.1442,0.0925,57.29B,0.2942
13-Apr-21,0.0938,0.0707,0.0957,0.0707,23.19B,0.3259
12-Apr-21,0.0707,0.0742,0.0753,0.0688,8.90B,-0.0463
11-Apr-21,0.0742,0.0637,0.0797,0.0634,24.47B,0.1643
10-Apr-21,0.0637,0.0616,0.0650,0.0610,5.30B,0.0342
9-Apr-21,0.0616,0.0618,0.0638,0.0605,4.13B,-0.0028
8-Apr-21,0.0618,0.0587,0.0622,0.0587,3.86B,0.0516
7-Apr-21,0.0587,0.0643,0.0672,0.0572,9.59B,-0.0864
6-Apr-21,0.0643,0.0599,0.0650,0.0581,9.45B,0.0723
5-Apr-21,0.0599,0.0574,0.0606,0.0563,5.22B,0.0444
4-Apr-21,0.0574,0.0555,0.0581,0.0551,3.28B,0.0332
3-Apr-21,0.0556,0.0576,0.0594,0.0556,4.08B,-0.0350
2-Apr-21,0.0576,0.0621,0.0628,0.0573,8.10B,-0.0731
1-Apr-21,0.0621,0.0537,0.0707,0.0537,26.14B,0.1557
31-Mar-21,0.0537,0.0540,0.0545,0.0519,2.26B,-0.0052
30-Mar-21,0.0540,0.0541,0.0556,0.0537,2.81B,-0.0014
29-Mar-21,0.0541,0.0536,0.0547,0.0532,1.92B,0.0087
28-Mar-21,0.0536,0.0544,0.0549,0.0530,1.42B,-0.0145
27-Mar-21,0.0544,0.0540,0.0554,0.0535,2.39B,0.0084
26-Mar-21,0.0540,0.0512,0.0540,0.0512,2.11B,0.0529
25-Mar-21,0.0513,0.0515,0.0524,0.0497,3.47B,-0.0048
24-Mar-21,0.0515,0.0534,0.0567,0.0509,3.00B,-0.0361
23-Mar-21,0.0534,0.0549,0.0560,0.0528,2.81B,-0.0272
22-Mar-21,0.0549,0.0575,0.0579,0.0548,2.42B,-0.0442
21-Mar-21,0.0575,0.0588,0.0595,0.0568,2.57B,-0.0231
20-Mar-21,0.0588,0.0583,0.0606,0.0580,3.43B,0.0095
19-Mar-21,0.0583,0.0573,0.0598,0.0565,3.12B,0.0170
18-Mar-21,0.0573,0.0579,0.0592,0.0570,2.56B,-0.0101
17-Mar-21,0.0579,0.0586,0.0589,0.0566,2.39B,-0.0125
16-Mar-21,0.0586,0.0570,0.0591,0.0554,3.91B,0.0289
15-Mar-21,0.0570,0.0584,0.0597,0.0551,4.77B,-0.0251
14-Mar-21,0.0584,0.0627,0.0635,0.0584,9.16B,-0.0680
13-Mar-21,0.0627,0.0552,0.0627,0.0547,6.37B,0.1345
12-Mar-21,0.0553,0.0559,0.0570,0.0543,3.66B,-0.0113
11-Mar-21,0.0559,0.0559,0.0569,0.0544,3.39B,-0.0001
10-Mar-21,0.0559,0.0579,0.0586,0.0546,4.71B,-0.0358
9-Mar-21,0.0580,0.0629,0.0629,0.0560,8.67B,-0.0775
8-Mar-21,0.0628,0.0519,0.0628,0.0516,13.64B,0.2114
7-Mar-21,0.0519,0.0509,0.0522,0.0505,3.03B,0.0186
6-Mar-21,0.0509,0.0495,0.0525,0.0493,5.28B,0.0273
5-Mar-21,0.0496,0.0499,0.0509,0.0480,3.76B,-0.0069
4-Mar-21,0.0499,0.0505,0.0511,0.0478,3.65B,-0.0108
3-Mar-21,0.0505,0.0503,0.0522,0.0500,3.64B,0.0039
2-Mar-21,0.0503,0.0506,0.0524,0.0492,4.67B,-0.0059
1-Mar-21,0.0506,0.0481,0.0523,0.0479,5.22B,0.0508
28-Feb-21,0.0481,0.0501,0.0502,0.0448,4.85B,-0.0389
27-Feb-21,0.0501,0.0505,0.0520,0.0492,4.45B,-0.0077
26-Feb-21,0.0505,0.0499,0.0525,0.0485,6.16B,0.0084
25-Feb-21,0.0500,0.0567,0.0580,0.0499,9.27B,-0.1167
24-Feb-21,0.0567,0.0477,0.0604,0.0461,19.49B,0.1884
23-Feb-21,0.0477,0.0535,0.0538,0.0418,11.25B,-0.1094
22-Feb-21,0.0535,0.0561,0.0607,0.0465,15.50B,-0.0421
21-Feb-21,0.0559,0.0542,0.0593,0.0534,10.29B,0.0323
20-Feb-21,0.0541,0.0550,0.0605,0.0511,14.03B,-0.0164
19-Feb-21,0.0550,0.0591,0.0596,0.0541,11.88B,-0.0693
18-Feb-21,0.0591,0.0495,0.0635,0.0490,21.38B,0.1954
17-Feb-21,0.0495,0.0535,0.0551,0.0480,10.52B,-0.0756
16-Feb-21,0.0535,0.0564,0.0598,0.0508,11.60B,-0.0519
15-Feb-21,0.0564,0.0626,0.0640,0.0477,19.30B,-0.0989
14-Feb-21,0.0626,0.0662,0.0664,0.0558,13.80B,-0.0545
13-Feb-21,0.0662,0.0698,0.0717,0.0659,7.32B,-0.0507
12-Feb-21,0.0698,0.0698,0.0727,0.0613,13.24B,0.0026
11-Feb-21,0.0696,0.0726,0.0748,0.0682,11.23B,-0.0410
10-Feb-21,0.0726,0.0700,0.0814,0.0671,22.67B,0.0367
9-Feb-21,0.0700,0.0788,0.0836,0.0641,22.36B,-0.1114
8-Feb-21,0.0788,0.0779,0.0850,0.0638,38.11B,0.0036
7-Feb-21,0.0785,0.0575,0.0864,0.0535,54.23B,0.3662
6-Feb-21,0.0575,0.0468,0.0586,0.0445,26.40B,0.2283
5-Feb-21,0.0468,0.0529,0.0540,0.0433,27.11B,-0.1164
4-Feb-21,0.0529,0.0373,0.0591,0.0359,72.24B,0.4177
3-Feb-21,0.0373,0.0313,0.0397,0.0310,20.28B,0.1933
2-Feb-21,0.0313,0.0348,0.0351,0.0291,19.70B,-0.0982
1-Feb-21,0.0347,0.0368,0.0437,0.0331,39.34B,-0.0580
31-Jan-21,0.0368,0.0282,0.0490,0.0269,65.01B,0.3066
30-Jan-21,0.0282,0.0459,0.0505,0.0223,77.24B,-0.3949
29-Jan-21,0.0466,0.0361,0.0780,0.0323,146.80B,0.2849
28-Jan-21,0.0363,0.0074,0.0379,0.0074,12.41B,3.8736
27-Jan-21,0.0074,0.0082,0.0082,0.0073,2.01B,-0.0970
26-Jan-21,0.0082,0.0083,0.0085,0.0080,1.47B,-0.0135
25-Jan-21,0.0084,0.0087,0.0089,0.0083,2.07B,-0.0414
24-Jan-21,0.0087,0.0086,0.0090,0.0085,1.84B,0.0167
23-Jan-21,0.0086,0.0085,0.0088,0.0084,1.79B,0.0065
22-Jan-21,0.0085,0.0082,0.0088,0.0076,2.47B,0.0420
21-Jan-21,0.0082,0.0091,0.0091,0.0080,2.88B,-0.0975
20-Jan-21,0.0091,0.0091,0.0091,0.0085,2.65B,0.0002
19-Jan-21,0.0091,0.0092,0.0097,0.0090,3.51B,-0.0129
18-Jan-21,0.0092,0.0091,0.0093,0.0089,2.48B,0.0086
17-Jan-21,0.0091,0.0092,0.0094,0.0088,3.07B,-0.0152
16-Jan-21,0.0092,0.0094,0.0095,0.0091,3.59B,-0.0148
15-Jan-21,0.0094,0.0094,0.0098,0.0084,6.69B,-0.0028
14-Jan-21,0.0094,0.0087,0.0101,0.0083,7.54B,0.0843
13-Jan-21,0.0087,0.0081,0.0087,0.0078,3.98B,0.0747
12-Jan-21,0.0081,0.0088,0.0091,0.0078,5.99B,-0.0863
11-Jan-21,0.0088,0.0098,0.0098,0.0067,11.36B,-0.1020
10-Jan-21,0.0098,0.0102,0.0109,0.0091,8.01B,-0.0322
9-Jan-21,0.0102,0.0098,0.0107,0.0097,6.61B,0.0415
8-Jan-21,0.0098,0.0097,0.0103,0.0088,5.48B,0.0029
7-Jan-21,0.0097,0.0104,0.0105,0.0090,7.15B,-0.0688
6-Jan-21,0.0104,0.0100,0.0110,0.0097,16.84B,0.0487
5-Jan-21,0.0100,0.0098,0.0103,0.0089,15.37B,0.0182
4-Jan-21,0.0098,0.0098,0.0115,0.0076,38.72B,-0.0071
3-Jan-21,0.0099,0.0105,0.0139,0.0094,71.68B,-0.0609
2-Jan-21,0.0105,0.0057,0.0140,0.0056,100.85B,0.8527
1-Jan-21,0.0057,0.0047,0.0057,0.0046,8.41B,0.2133
31-Dec-20,0.0047,0.0046,0.0048,0.0045,3.05B,0.0084
30-Dec-20,0.0046,0.0045,0.0047,0.0044,3.43B,0.0311
29-Dec-20,0.0045,0.0046,0.0046,0.0043,3.42B,-0.0232
28-Dec-20,0.0046,0.0045,0.0047,0.0045,3.59B,0.0102
27-Dec-20,0.0045,0.0045,0.0048,0.0044,5.62B,0.0089
26-Dec-20,0.0045,0.0046,0.0047,0.0044,5.18B,-0.0121
25-Dec-20,0.0046,0.0046,0.0046,0.0044,5.34B,-0.0022
24-Dec-20,0.0046,0.0038,0.0046,0.0037,6.35B,0.2140
23-Dec-20,0.0038,0.0045,0.0048,0.0036,8.03B,-0.1655
22-Dec-20,0.0045,0.0048,0.0049,0.0043,8.85B,-0.0542
21-Dec-20,0.0048,0.0046,0.0055,0.0043,32.48B,0.0286
20-Dec-20,0.0046,0.0039,0.0047,0.0038,23.48B,0.1823
19-Dec-20,0.0039,0.0039,0.0040,0.0038,4.57B,0.0162
18-Dec-20,0.0039,0.0037,0.0040,0.0036,4.75B,0.0375
17-Dec-20,0.0037,0.0034,0.0041,0.0034,9.51B,0.0875
16-Dec-20,0.0034,0.0032,0.0034,0.0032,1.81B,0.0683
15-Dec-20,0.0032,0.0032,0.0033,0.0032,1.11B,-0.0062
14-Dec-20,0.0032,0.0033,0.0033,0.0032,1.16B,-0.0106
13-Dec-20,0.0033,0.0032,0.0033,0.0031,1.15B,0.0299
12-Dec-20,0.0032,0.0031,0.0032,0.0031,1.10B,0.0291
11-Dec-20,0.0031,0.0031,0.0031,0.0030,996.31M,-0.0109
10-Dec-20,0.0031,0.0032,0.0032,0.0031,780.04M,-0.0155
9-Dec-20,0.0032,0.0032,0.0032,0.0030,1.28B,-0.0057
8-Dec-20,0.0032,0.0033,0.0034,0.0031,1.43B,-0.0478
7-Dec-20,0.0033,0.0034,0.0034,0.0033,1.04B,-0.0156
6-Dec-20,0.0034,0.0034,0.0034,0.0033,1.05B,-0.0009
5-Dec-20,0.0034,0.0033,0.0034,0.0033,1.12B,0.0331
4-Dec-20,0.0033,0.0034,0.0034,0.0033,1.65B,-0.0440
3-Dec-20,0.0034,0.0034,0.0035,0.0033,1.73B,0.0191
2-Dec-20,0.0034,0.0033,0.0035,0.0033,1.80B,0.0147
1-Dec-20,0.0033,0.0036,0.0036,0.0033,2.97B,-0.0652
30-Nov-20,0.0036,0.0034,0.0036,0.0034,2.45B,0.0325
29-Nov-20,0.0034,0.0034,0.0035,0.0033,1.61B,0.0141
28-Nov-20,0.0034,0.0033,0.0035,0.0032,2.14B,0.0372
27-Nov-20,0.0033,0.0033,0.0034,0.0031,2.94B,0.0079
26-Nov-20,0.0032,0.0037,0.0038,0.0029,7.72B,-0.1269
25-Nov-20,0.0037,0.0042,0.0043,0.0036,7.73B,-0.1234
24-Nov-20,0.0042,0.0037,0.0043,0.0036,13.30B,0.1507
23-Nov-20,0.0037,0.0033,0.0037,0.0032,5.15B,0.1030
22-Nov-20,0.0033,0.0035,0.0037,0.0032,5.99B,-0.0484
21-Nov-20,0.0035,0.0030,0.0036,0.0030,9.10B,0.1754
20-Nov-20,0.0030,0.0029,0.0030,0.0029,2.78B,0.0279
19-Nov-20,0.0029,0.0029,0.0030,0.0029,1.90B,0.0006
18-Nov-20,0.0029,0.0029,0.0030,0.0028,2.87B,-0.0105
17-Nov-20,0.0029,0.0029,0.0030,0.0029,3.21B,0.0193
16-Nov-20,0.0029,0.0028,0.0030,0.0027,3.97B,0.0384
15-Nov-20,0.0028,0.0028,0.0028,0.0027,1.32B,0.0014
14-Nov-20,0.0028,0.0028,0.0028,0.0027,1.88B,-0.0149
13-Nov-20,0.0028,0.0028,0.0029,0.0028,1.58B,0.0136
12-Nov-20,0.0028,0.0028,0.0028,0.0027,1.15B,0.0057
11-Nov-20,0.0028,0.0028,0.0029,0.0027,1.99B,-0.0009
10-Nov-20,0.0028,0.0027,0.0029,0.0026,2.52B,0.0325
9-Nov-20,0.0027,0.0027,0.0028,0.0027,1.48B,-0.0126
8-Nov-20,0.0027,0.0027,0.0027,0.0026,923.76M,0.0140
7-Nov-20,0.0027,0.0028,0.0028,0.0026,2.24B,-0.0316
6-Nov-20,0.0028,0.0026,0.0028,0.0026,2.80B,0.0446
5-Nov-20,0.0026,0.0025,0.0027,0.0025,1.29B,0.0364
4-Nov-20,0.0025,0.0025,0.0026,0.0025,1.26B,0.0117
3-Nov-20,0.0025,0.0025,0.0025,0.0025,1.33B,0.0010
2-Nov-20,0.0025,0.0026,0.0026,0.0025,1.17B,-0.0240
1-Nov-20,0.0026,0.0026,0.0026,0.0026,657.41M,0.0030
31-Oct-20,0.0026,0.0026,0.0026,0.0025,1.05B,-0.0059
30-Oct-20,0.0026,0.0026,0.0026,0.0025,1.64B,0.0030
29-Oct-20,0.0026,0.0026,0.0026,0.0025,1.22B,-0.0027
28-Oct-20,0.0026,0.0027,0.0027,0.0026,1.81B,-0.0342
27-Oct-20,0.0027,0.0027,0.0027,0.0026,2.38B,0.0035
26-Oct-20,0.0027,0.0027,0.0029,0.0026,5.75B,0.0050
25-Oct-20,0.0027,0.0026,0.0027,0.0026,1.13B,0.0066
24-Oct-20,0.0026,0.0026,0.0027,0.0026,969.00M,-0.0038
23-Oct-20,0.0026,0.0026,0.0027,0.0026,959.32M,-0.0010
22-Oct-20,0.0026,0.0026,0.0027,0.0026,1.33B,0.0089
21-Oct-20,0.0026,0.0026,0.0027,0.0026,1.70B,0.0109
20-Oct-20,0.0026,0.0026,0.0026,0.0026,1.36B,0.0013
19-Oct-20,0.0026,0.0026,0.0026,0.0026,1.41B,-0.0004
18-Oct-20,0.0026,0.0026,0.0026,0.0026,653.26M,0.0032
17-Oct-20,0.0026,0.0026,0.0026,0.0026,597.98M,-0.0072
16-Oct-20,0.0026,0.0026,0.0026,0.0026,1.42B,0.0013
15-Oct-20,0.0026,0.0026,0.0026,0.0026,1.27B,-0.0144
14-Oct-20,0.0026,0.0026,0.0027,0.0026,735.26M,0.0005
13-Oct-20,0.0026,0.0027,0.0027,0.0026,926.05M,-0.0111
12-Oct-20,0.0027,0.0027,0.0027,0.0026,1.26B,-0.0055
11-Oct-20,0.0027,0.0027,0.0027,0.0027,815.47M,0.0059
10-Oct-20,0.0027,0.0027,0.0027,0.0027,1.71B,0.0034
9-Oct-20,0.0027,0.0026,0.0027,0.0026,2.47B,0.0184
8-Oct-20,0.0026,0.0026,0.0026,0.0026,2.26B,0.0055
7-Oct-20,0.0026,0.0026,0.0026,0.0026,2.16B,-0.0028
6-Oct-20,0.0026,0.0026,0.0026,0.0026,2.02B,-0.0072
5-Oct-20,0.0026,0.0026,0.0027,0.0026,1.82B,-0.0066
